+-----------------------------+-----------------------------------------------+----------+---------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                         |
| of the Block class in question. The actual final values may be different                               |
| for different states of the block, or they may depend on a TileEntity etc.                             |
+-----------------------------+-----------------------------------------------+----------+---------------+
| Mod name                    | Registry name                                 | Hardness |    Resistance |
| Project: Vibrant Journeys   | pvj:pine_slab                                 |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:pine_stairs                               |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:pine_trapdoor                             |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:pine_twigs                                |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:pinecones                                 |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:pink_cherry_blossom_twigs                 |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:planks_aspen                              |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:planks_baobab                             |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:planks_cherry_blossom                     |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:planks_cottonwood                         |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:planks_fir                                |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:planks_jacaranda                          |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:planks_juniper                            |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:planks_mangrove                           |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:planks_maple                              |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:planks_palm                               |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:planks_pine                               |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:planks_redwood                            |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:planks_willow                             |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:pvj_cobweb                                |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:red_cracked_sand                          |     0.85 |          4.25 |
| Project: Vibrant Journeys   | pvj:red_maple_twigs                           |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:red_sandstone_rocks                       |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:redwood_bark                              |     2.00 |         10.00 |
| Project: Vibrant Journeys   | pvj:redwood_button                            |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:redwood_door                              |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:redwood_double_slab                       |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:redwood_fence                             |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:redwood_fence_gate                        |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:redwood_pressure_plate                    |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:redwood_slab                              |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:redwood_stairs                            |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:redwood_trapdoor                          |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:redwood_twigs                             |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:rock_formation                            |     0.85 |          0.30 |
| Project: Vibrant Journeys   | pvj:sandstone_rocks                           |     1.50 |          7.50 |
| Project: Vibrant Journeys   | pvj:sapling_aspen                             |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:sapling_baobab                            |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:sapling_cottonwood                        |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:sapling_fir                               |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:sapling_jacaranda                         |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:sapling_juniper                           |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:sapling_juniper_berried                   |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:sapling_mangrove                          |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:sapling_orange_maple                      |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:sapling_palm                              |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:sapling_pine                              |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:sapling_pink_cherry_blossom               |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:sapling_red_maple                         |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:sapling_redwood                           |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:sapling_white_cherry_blossom              |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:sapling_willow                            |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:sea_oats                                  |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:seashells                                 |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:short_grass                               |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:siltstone                                 |     1.50 |         12.00 |
| Project: Vibrant Journeys   | pvj:siltstone_double_slab                     |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:siltstone_slab                            |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:siltstone_stairs                          |     1.50 |         12.00 |
| Project: Vibrant Journeys   | pvj:silverleaf                                |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:small_cactus                              |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:spruce_twigs                              |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:stone_rocks                               |     1.50 |          7.50 |
| Project: Vibrant Journeys   | pvj:sundew                                    |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:void_grass                                |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:waxcap                                    |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:wet_adobe                                 |     1.00 |          5.00 |
| Project: Vibrant Journeys   | pvj:white_cherry_blossom_twigs                |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:wild_beetroot                             |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:wild_carrot                               |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:wild_potato                               |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:wild_wheat                                |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:willow_button                             |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:willow_door                               |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:willow_double_slab                        |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:willow_fence                              |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:willow_fence_gate                         |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:willow_pressure_plate                     |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:willow_slab                               |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:willow_stairs                             |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:willow_trapdoor                           |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:willow_twigs                              |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:witherweed                                |     0.00 |          0.00 |
| Pyrotech                    | pyrotech:active_pile                          |     2.00 |         10.00 |
| Pyrotech                    | pyrotech:anvil_granite                        |     3.00 |         15.00 |
| Pyrotech                    | pyrotech:anvil_iron_plated                    |     5.00 |         30.00 |
| Pyrotech                    | pyrotech:bag_durable                          |     0.20 |          1.00 |
| Pyrotech                    | pyrotech:bag_simple                           |     0.20 |          1.00 |
| Pyrotech                    | pyrotech:bellows                              |     2.00 |          0.60 |
| Pyrotech                    | pyrotech:bloom                                |     7.50 |         90.00 |
| Pyrotech                    | pyrotech:bloomery                             |     2.00 |         10.00 |
| Pyrotech                    | pyrotech:brick_crucible                       |     2.00 |         45.00 |
| Pyrotech                    | pyrotech:brick_kiln                           |     2.00 |         45.00 |
| Pyrotech                    | pyrotech:brick_oven                           |     2.00 |         45.00 |
| Pyrotech                    | pyrotech:brick_sawmill                        |     2.00 |         45.00 |
| Pyrotech                    | pyrotech:campfire                             |     0.50 |          2.50 |
| Pyrotech                    | pyrotech:charcoal_block                       |     5.00 |         25.00 |
| Pyrotech                    | pyrotech:chopping_block                       |     0.75 |          3.75 |
| Pyrotech                    | pyrotech:coal_coke_block                      |     5.00 |         25.00 |
| Pyrotech                    | pyrotech:cobblestone                          |     3.00 |         15.00 |
| Pyrotech                    | pyrotech:compacting_bin                       |     4.00 |          1.50 |
| Pyrotech                    | pyrotech:crate                                |     2.00 |         15.00 |
| Pyrotech                    | pyrotech:crate_stone                          |     1.50 |         30.00 |
| Pyrotech                    | pyrotech:dense_coal_ore                       |     5.00 |         25.00 |
| Pyrotech                    | pyrotech:dense_nether_coal_ore                |    10.00 |         50.00 |
| Pyrotech                    | pyrotech:drying_rack                          |     0.50 |         15.00 |
| Pyrotech                    | pyrotech:farmland_mulched                     |     0.70 |          3.50 |
| Pyrotech                    | pyrotech:faucet_brick                         |     1.50 |          7.50 |
| Pyrotech                    | pyrotech:faucet_stone                         |     1.50 |          7.50 |
| Pyrotech                    | pyrotech:fluid.coal_tar                       |     0.00 |          0.00 |
| Pyrotech                    | pyrotech:fluid.liquid_clay                    |     0.00 |          0.00 |
| Pyrotech                    | pyrotech:fluid.wood_tar                       |     0.00 |          0.00 |
| Pyrotech                    | pyrotech:fossil_ore                           |     3.00 |         15.00 |
| Pyrotech                    | pyrotech:generated_pile_slag_gold             |     1.75 |        120.00 |
| Pyrotech                    | pyrotech:generated_pile_slag_iron             |     1.75 |        120.00 |
| Pyrotech                    | pyrotech:igniter                              |     2.00 |         10.00 |
| Pyrotech                    | pyrotech:kiln_pit                             |     0.60 |          3.00 |
| Pyrotech                    | pyrotech:limestone                            |     1.50 |         30.00 |
| Pyrotech                    | pyrotech:living_tar                           |     0.80 |          4.00 |
| Pyrotech                    | pyrotech:log_pile                             |     2.00 |         10.00 |
| Pyrotech                    | pyrotech:mechanical_bellows                   |     2.00 |          0.60 |
| Pyrotech                    | pyrotech:mechanical_compacting_bin            |     4.00 |          1.50 |
| Pyrotech                    | pyrotech:mechanical_hopper                    |     2.00 |         10.00 |
| Pyrotech                    | pyrotech:mechanical_mulch_spreader            |     4.00 |          1.50 |
| Pyrotech                    | pyrotech:pile_ash                             |     0.10 |          0.00 |
| Pyrotech                    | pyrotech:pile_slag                            |     1.75 |        120.00 |
| Pyrotech                    | pyrotech:pile_wood_chips                      |     0.25 |          0.00 |
| Pyrotech                    | pyrotech:pit_ash_block                        |     0.60 |          3.00 |
| Pyrotech                    | pyrotech:planks_tarred                        |     2.00 |         15.00 |
| Pyrotech                    | pyrotech:refractory_brick_block               |     3.00 |         30.00 |
| Pyrotech                    | pyrotech:refractory_door                      |     3.00 |         15.00 |
| Pyrotech                    | pyrotech:refractory_glass                     |     0.30 |          1.50 |
| Pyrotech                    | pyrotech:rock                                 |     0.10 |          0.50 |
| Pyrotech                    | pyrotech:rock_grass                           |     0.10 |          0.50 |
| Pyrotech                    | pyrotech:shelf                                |     2.00 |         15.00 |
| Pyrotech                    | pyrotech:shelf_stone                          |     1.50 |         30.00 |
| Pyrotech                    | pyrotech:slag_glass                           |     0.30 |          1.50 |
| Pyrotech                    | pyrotech:soaking_pot                          |     3.00 |         15.00 |
| Pyrotech                    | pyrotech:stash                                |     2.00 |         15.00 |
| Pyrotech                    | pyrotech:stash_stone                          |     1.50 |         30.00 |
| Pyrotech                    | pyrotech:stone_bricks                         |     1.50 |         30.00 |
| Pyrotech                    | pyrotech:stone_crucible                       |     2.00 |         45.00 |
| Pyrotech                    | pyrotech:stone_door                           |     3.00 |         15.00 |
| Pyrotech                    | pyrotech:stone_kiln                           |     2.00 |         45.00 |
| Pyrotech                    | pyrotech:stone_oven                           |     2.00 |         45.00 |
| Pyrotech                    | pyrotech:stone_sawmill                        |     2.00 |         45.00 |
| Pyrotech                    | pyrotech:tank                                 |     2.00 |         10.00 |
| Pyrotech                    | pyrotech:tar_collector                        |     2.00 |         10.00 |
| Pyrotech                    | pyrotech:tar_drain                            |     2.00 |         10.00 |
| Pyrotech                    | pyrotech:thatch                               |     0.50 |          2.50 |
| Pyrotech                    | pyrotech:torch_fiber                          |     0.00 |          0.00 |
| Pyrotech                    | pyrotech:torch_stone                          |     0.00 |          0.00 |
| Pyrotech                    | pyrotech:wither_forge                         |     2.00 |         10.00 |
| Pyrotech                    | pyrotech:wood_rack                            |     0.75 |          3.75 |
| Pyrotech                    | pyrotech:wood_tar_block                       |     2.00 |         10.00 |
| Pyrotech                    | pyrotech:wool_tarred                          |     0.80 |          4.00 |
| Pyrotech                    | pyrotech:worktable                            |     2.00 |         15.00 |
| Pyrotech                    | pyrotech:worktable_stone                      |     1.50 |         30.00 |
| Quark                       | quark:acacia_button                           |     0.50 |          2.50 |
| Quark                       | quark:acacia_pressure_plate                   |     0.50 |          2.50 |
| Quark                       | quark:acacia_trapdoor                         |     3.00 |         15.00 |
| Quark                       | quark:andesite_speleothem                     |     1.50 |          7.50 |
| Quark                       | quark:bark                                    |     0.00 |          0.00 |
| Quark                       | quark:basalt                                  |     1.50 |         30.00 |
| Quark                       | quark:basalt_speleothem                       |     1.50 |          7.50 |
| Quark                       | quark:biome_brick                             |     1.50 |         30.00 |
| Quark                       | quark:biome_cobblestone                       |     1.50 |         30.00 |
| Quark                       | quark:biotite_block                           |     0.80 |          4.00 |
| Quark                       | quark:biotite_ore                             |     3.20 |         45.00 |
| Quark                       | quark:biotite_slab                            |     0.80 |          4.00 |
| Quark                       | quark:biotite_slab_double                     |     0.80 |          4.00 |
| Quark                       | quark:biotite_stairs                          |     0.80 |          4.00 |
| Quark                       | quark:birch_button                            |     0.50 |          2.50 |
| Quark                       | quark:birch_pressure_plate                    |     0.50 |          2.50 |
| Quark                       | quark:birch_trapdoor                          |     3.00 |         15.00 |
| Quark                       | quark:black_ash                               |     0.00 |          0.00 |
| Quark                       | quark:blaze_lantern                           |     0.30 |          1.50 |
| Quark                       | quark:blaze_rod                               |     5.00 |         30.00 |
| Quark                       | quark:candle                                  |     0.20 |          1.00 |
| Quark                       | quark:carved_wood                             |     2.00 |         15.00 |
| Quark                       | quark:charcoal_block                          |     0.00 |          0.00 |
| Quark                       | quark:charred_nether_bricks                   |     2.00 |         30.00 |
| Quark                       | quark:chute                                   |     2.50 |         12.50 |
| Quark                       | quark:color_slime                             |     0.00 |          0.00 |
| Quark                       | quark:colored_flowerpot_black                 |     0.00 |          0.00 |
| Quark                       | quark:colored_flowerpot_blue                  |     0.00 |          0.00 |
| Quark                       | quark:colored_flowerpot_brown                 |     0.00 |          0.00 |
| Quark                       | quark:colored_flowerpot_cyan                  |     0.00 |          0.00 |
| Quark                       | quark:colored_flowerpot_gray                  |     0.00 |          0.00 |
| Quark                       | quark:colored_flowerpot_green                 |     0.00 |          0.00 |
| Quark                       | quark:colored_flowerpot_light_blue            |     0.00 |          0.00 |
| Quark                       | quark:colored_flowerpot_lime                  |     0.00 |          0.00 |
| Quark                       | quark:colored_flowerpot_magenta               |     0.00 |          0.00 |
| Quark                       | quark:colored_flowerpot_orange                |     0.00 |          0.00 |
| Quark                       | quark:colored_flowerpot_pink                  |     0.00 |          0.00 |
| Quark                       | quark:colored_flowerpot_purple                |     0.00 |          0.00 |
| Quark                       | quark:colored_flowerpot_red                   |     0.00 |          0.00 |
| Quark                       | quark:colored_flowerpot_silver                |     0.00 |          0.00 |
| Quark                       | quark:colored_flowerpot_white                 |     0.00 |          0.00 |
| Quark                       | quark:colored_flowerpot_yellow                |     0.00 |          0.00 |
| Quark                       | quark:crystal                                 |     0.30 |          1.50 |
| Quark                       | quark:crystal_pane                            |     3.00 |         15.00 |
| Quark                       | quark:custom_bookshelf                        |     1.50 |          7.50 |
| Quark                       | quark:custom_chest                            |     2.50 |         12.50 |
| Quark                       | quark:custom_chest_trap                       |     2.50 |         12.50 |
| Quark                       | quark:dark_oak_button                         |     0.50 |          2.50 |
| Quark                       | quark:dark_oak_pressure_plate                 |     0.50 |          2.50 |
| Quark                       | quark:dark_oak_trapdoor                       |     3.00 |         15.00 |
| Quark                       | quark:diorite_speleothem                      |     1.50 |          7.50 |
| Quark                       | quark:duskbound_block                         |     1.50 |         30.00 |
| Quark                       | quark:duskbound_lantern                       |     1.50 |         30.00 |
| Quark                       | quark:elder_prismarine                        |     1.50 |         30.00 |
| Quark                       | quark:elder_sea_lantern                       |     0.30 |          1.50 |
| Quark                       | quark:ender_watcher                           |     3.00 |         30.00 |
| Quark                       | quark:framed_glass                            |     3.00 |         30.00 |
| Quark                       | quark:framed_glass_pane                       |     3.00 |         30.00 |
| Quark                       | quark:glowcelium                              |     0.20 |          1.00 |
| Quark                       | quark:glowshroom                              |     0.00 |          0.00 |
| Quark                       | quark:glowshroom_block                        |     0.20 |          1.00 |
| Quark                       | quark:glowstone_dust_block                    |     0.00 |          0.00 |
| Quark                       | quark:gold_button                             |     0.50 |          2.50 |
| Quark                       | quark:granite_speleothem                      |     1.50 |          7.50 |
| Quark                       | quark:grate                                   |     5.00 |         30.00 |
| Quark                       | quark:gravisand                               |     0.50 |          2.50 |
| Quark                       | quark:gunpowder_block                         |     0.00 |          0.00 |
| Quark                       | quark:hardened_clay_tiles                     |     1.25 |         21.00 |
| Quark                       | quark:iron_button                             |     0.50 |          2.50 |
| Quark                       | quark:iron_ladder                             |     0.80 |          4.00 |
| Quark                       | quark:iron_plate                              |     5.00 |         30.00 |
| Quark                       | quark:iron_rod                                |     5.00 |         30.00 |
| Quark                       | quark:jasper                                  |     1.50 |         30.00 |
| Quark                       | quark:jasper_speleothem                       |     1.50 |          7.50 |
| Quark                       | quark:jungle_button                           |     0.50 |          2.50 |
| Quark                       | quark:jungle_pressure_plate                   |     0.50 |          2.50 |
| Quark                       | quark:jungle_trapdoor                         |     3.00 |         15.00 |
| Quark                       | quark:leaf_carpet                             |     0.20 |          1.00 |
| Quark                       | quark:limestone                               |     1.50 |         30.00 |
| Quark                       | quark:limestone_speleothem                    |     1.50 |          7.50 |
| Quark                       | quark:lit_lamp                                |     0.30 |          1.50 |
| Quark                       | quark:magma_bricks                            |     1.50 |         30.00 |
| Quark                       | quark:marble                                  |     1.50 |         30.00 |
| Quark                       | quark:marble_speleothem                       |     1.50 |          7.50 |
| Quark                       | quark:midori_block                            |     1.50 |         30.00 |
| Quark                       | quark:midori_pillar                           |     1.50 |         30.00 |
| Quark                       | quark:monster_box                             |     0.00 |          0.00 |
| Quark                       | quark:nether_brick_fence_gate                 |     2.00 |         30.00 |
| Quark                       | quark:netherrack_speleothem                   |     0.40 |          7.50 |
| Quark                       | quark:obsidian_pressure_plate                 |    50.00 |       6000.00 |
| Quark                       | quark:paper_lantern                           |     1.50 |          7.50 |
| Quark                       | quark:paper_wall                              |     1.50 |          7.50 |
| Quark                       | quark:paper_wall_big                          |     1.50 |          7.50 |
| Quark                       | quark:paper_wall_sakura                       |     1.50 |          7.50 |
| Quark                       | quark:polished_netherrack                     |     1.50 |         30.00 |
| Quark                       | quark:polished_stone                          |     1.50 |         30.00 |
| Quark                       | quark:quilted_wool                            |     0.80 |          4.00 |
| Quark                       | quark:rain_detector                           |     1.50 |          7.50 |
| Quark                       | quark:redstone_inductor                       |     0.00 |          0.00 |
| Quark                       | quark:redstone_randomizer                     |     0.00 |          0.00 |
| Quark                       | quark:reed_block                              |     0.50 |          2.50 |
| Quark                       | quark:roots                                   |     0.00 |          0.00 |
| Quark                       | quark:roots_black_flower                      |     0.00 |          0.00 |
| Quark                       | quark:roots_blue_flower                       |     0.00 |          0.00 |
| Quark                       | quark:roots_white_flower                      |     0.00 |          0.00 |
| Quark                       | quark:rope                                    |     0.50 |          2.50 |
| Quark                       | quark:sandstone_new                           |     0.80 |          4.00 |
| Quark                       | quark:sandy_bricks                            |     2.00 |         30.00 |
| Quark                       | quark:slate                                   |     1.50 |         30.00 |
| Quark                       | quark:slate_speleothem                        |     1.50 |          7.50 |
| Quark                       | quark:smoker                                  |     0.40 |          2.00 |
| Quark                       | quark:snow_bricks                             |     0.20 |          1.00 |
| Quark                       | quark:soul_sandstone                          |     1.00 |          5.00 |
| Quark                       | quark:soul_sandstone_slab                     |     1.00 |          5.00 |
| Quark                       | quark:soul_sandstone_slab_double              |     1.00 |          5.00 |
| Quark                       | quark:soul_sandstone_stairs                   |     1.00 |          5.00 |
| Quark                       | quark:spruce_button                           |     0.50 |          2.50 |
| Quark                       | quark:spruce_pressure_plate                   |     0.50 |          2.50 |
| Quark                       | quark:spruce_trapdoor                         |     3.00 |         15.00 |
| Quark                       | quark:stained_planks                          |     2.00 |         15.00 |
| Quark                       | quark:stone_speleothem                        |     1.50 |          7.50 |
| Quark                       | quark:sturdy_stone                            |     4.00 |         30.00 |
| Quark                       | quark:sugar_block                             |     0.00 |          0.00 |
| Quark                       | quark:thatch                                  |     0.50 |          2.50 |
| Quark                       | quark:turf                                    |     0.60 |          3.00 |
| Quark                       | quark:variant_leaves                          |     0.20 |          1.00 |
| Quark                       | quark:variant_sapling                         |     0.00 |          0.00 |
| Quark                       | quark:vertical_planks                         |     2.00 |         15.00 |
| Quark                       | quark:vertical_stained_planks                 |     2.00 |         15.00 |
| Quark                       | quark:world_stone_bricks                      |     1.50 |         30.00 |
| Quark                       | quark:world_stone_carved                      |     1.50 |         30.00 |
| Quark                       | quark:world_stone_pavement                    |     1.50 |         30.00 |
| Refined Relocation          | refinedrelocation:block_extender              |     3.00 |         15.00 |
| Refined Relocation          | refinedrelocation:fast_hopper                 |     3.00 |         24.00 |
| Refined Relocation          | refinedrelocation:filtered_hopper             |     3.00 |         24.00 |
| Refined Relocation          | refinedrelocation:sorting_chest               |     3.00 |         15.00 |
| Refined Relocation          | refinedrelocation:sorting_connector           |     0.30 |          1.50 |
| Refined Relocation          | refinedrelocation:sorting_interface           |     3.00 |         15.00 |
| Salty Mod                   | saltmod:extractor                             |     5.00 |         30.00 |
| Salty Mod                   | saltmod:extractor_lit                         |     5.00 |         30.00 |
| Salty Mod                   | saltmod:extractor_steam                       |     5.00 |         30.00 |
| Salty Mod                   | saltmod:mud_block                             |     0.50 |          3.00 |
| Salty Mod                   | saltmod:salt_block                            |     5.00 |         30.00 |
| Salty Mod                   | saltmod:salt_brick_stairs                     |     5.00 |         30.00 |
| Salty Mod                   | saltmod:salt_crystal                          |     0.00 |          0.00 |
| Salty Mod                   | saltmod:salt_dirt                             |     0.50 |          3.00 |
| Salty Mod                   | saltmod:salt_dirt_lite                        |     0.50 |          3.00 |
| Salty Mod                   | saltmod:salt_grass                            |     0.50 |          3.00 |
| Salty Mod                   | saltmod:salt_lake                             |     3.00 |         30.00 |
| Salty Mod                   | saltmod:salt_lamp                             |     5.00 |         30.00 |
| Salty Mod                   | saltmod:salt_ore                              |     3.00 |         30.00 |
| Salty Mod                   | saltmod:salt_pot                              |     0.00 |          0.00 |
| Salty Mod                   | saltmod:salt_slab                             |     5.00 |         30.00 |
| Salty Mod                   | saltmod:salt_slab_double                      |     5.00 |         30.00 |
| Salty Mod                   | saltmod:saltwort                              |     0.00 |          0.00 |
| Scaling Health              | scalinghealth:crystalore                      |     3.00 |         45.00 |
| Serene Seasons              | sereneseasons:greenhouse_glass                |     0.30 |          1.50 |
| Serene Seasons              | sereneseasons:season_sensor_autumn            |     0.20 |          1.00 |
| Serene Seasons              | sereneseasons:season_sensor_spring            |     0.20 |          1.00 |
| Serene Seasons              | sereneseasons:season_sensor_summer            |     0.20 |          1.00 |
| Serene Seasons              | sereneseasons:season_sensor_winter            |     0.20 |          1.00 |
| Simple Item Collector Chest | icc:adv_item_collector_chest                  |     5.00 |       6000.00 |
| Simple Item Collector Chest | icc:item_collector_chest                      |     5.00 |       6000.00 |
| Simple Item Collector Chest | icc:item_collector_ender_chest                |     5.00 |       6000.00 |
| Simple Item Collector Chest | icc:item_collector_shulker_box                |     5.00 |       6000.00 |
| Simply Tea                  | simplytea:tea_fence                           |     0.00 |          0.00 |
| Simply Tea                  | simplytea:tea_fence_gate                      |     0.00 |          0.00 |
| Simply Tea                  | simplytea:tea_sapling                         |     0.00 |          0.00 |
| Simply Tea                  | simplytea:tea_trunk                           |     1.80 |          9.00 |
| The Weirding Gadget         | weirdinggadget:weirding_gadget                |     3.00 |         15.00 |
| Tough As Nails              | toughasnails:campfire                         |     0.70 |          3.50 |
| Tough As Nails              | toughasnails:purified_water                   |   100.00 |        500.00 |
| Tough As Nails              | toughasnails:rain_collector                   |     2.00 |         10.00 |
| Tough As Nails              | toughasnails:temperature_coil                 |     1.00 |          5.00 |
| Unknown                     | beasts:anemone_mouth                          |     0.00 |          0.00 |
| Unknown                     | beasts:anemone_stalk                          |     0.00 |          0.00 |
| Unknown                     | beasts:anemone_tentacle                       |     0.00 |          0.00 |
| Unknown                     | beasts:brown_shell_block                      |     0.00 |          0.00 |
| Unknown                     | beasts:coconut                                |     0.00 |          0.00 |
| Unknown                     | beasts:coral_block                            |     0.00 |          0.00 |
| Unknown                     | beasts:coral_plant_blue                       |     0.00 |          0.00 |
| Unknown                     | beasts:coral_plant_pink                       |     0.00 |          0.00 |
| Unknown                     | beasts:coral_plant_purple                     |     0.00 |          0.00 |
| Unknown                     | beasts:coral_plant_red                        |     0.00 |          0.00 |
| Unknown                     | beasts:coral_plant_yellow                     |     0.00 |          0.00 |
| Unknown                     | beasts:coral_sapling                          |     0.00 |          0.00 |
| Unknown                     | beasts:double_jellywood_slab                  |     0.00 |          0.00 |
| Unknown                     | beasts:double_palm_slab                       |     0.00 |          0.00 |
| Unknown                     | beasts:glow_root_bottom                       |     0.00 |          0.00 |
| Unknown                     | beasts:glow_root_top                          |     0.00 |          0.00 |
| Unknown                     | beasts:hermit_turtle_shell                    |     0.00 |          0.00 |
| Unknown                     | beasts:jellyfish_sapling                      |     0.00 |          0.00 |
| Unknown                     | beasts:jellyleaves                            |     0.00 |          0.00 |
| Unknown                     | beasts:jellywood                              |     0.00 |          0.00 |
| Unknown                     | beasts:jellywood_door                         |     0.00 |          0.00 |
| Unknown                     | beasts:jellywood_fence                        |     0.00 |          0.00 |
| Unknown                     | beasts:jellywood_gate                         |     0.00 |          0.00 |
| Unknown                     | beasts:jellywood_planks                       |     0.00 |          0.00 |
| Unknown                     | beasts:jellywood_slab                         |     0.00 |          0.00 |
| Unknown                     | beasts:jellywood_stairs                       |     0.00 |          0.00 |
| Unknown                     | beasts:jellywood_trapdoor                     |     0.00 |          0.00 |
| Unknown                     | beasts:light_brown_shell_block                |     0.00 |          0.00 |
| Unknown                     | beasts:palm_door                              |     0.00 |          0.00 |
| Unknown                     | beasts:palm_fence                             |     0.00 |          0.00 |
| Unknown                     | beasts:palm_gate                              |     0.00 |          0.00 |
| Unknown                     | beasts:palm_log                               |     0.00 |          0.00 |
| Unknown                     | beasts:palm_planks                            |     0.00 |          0.00 |
| Unknown                     | beasts:palm_sapling                           |     0.00 |          0.00 |
| Unknown                     | beasts:palm_slab                              |     0.00 |          0.00 |
| Unknown                     | beasts:palm_stairs                            |     0.00 |          0.00 |
| Unknown                     | beasts:palm_trapdoor                          |     0.00 |          0.00 |
| Unknown                     | beasts:palmleaves                             |     0.00 |          0.00 |
| Unknown                     | beasts:shell_block                            |     0.00 |          0.00 |
| Unknown                     | beasts:tan_shell_block                        |     0.00 |          0.00 |
| Unknown                     | beasts:tentacle                               |     0.00 |          0.00 |
| Unknown                     | ecomod:advanced_filter                        |     0.00 |          0.00 |
| Unknown                     | ecomod:analyzer                               |     0.00 |          0.00 |
| Unknown                     | ecomod:block_concentrated_pollution           |     0.00 |          0.00 |
| Unknown                     | ecomod:filter                                 |     0.00 |          0.00 |
